,0,1,face
2261,KakaoTalk_20191212_194143309_27.jpg,JN,"{'box': [295, 93, 137, 168], 'confidence': 0.9997014403343201, 'keypoints': {'nose': (380, 186), 'right_eye': (387, 149), 'mouth_left': (368, 230), 'left_eye': (332, 176), 'mouth_right': (410, 209)}}"
2262,KakaoTalk_20191212_194143309_28.jpg,JN,"{'box': [196, 178, 178, 217], 'confidence': 0.9999886751174927, 'keypoints': {'nose': (254, 289), 'right_eye': (293, 240), 'mouth_left': (253, 348), 'left_eye': (227, 269), 'mouth_right': (303, 327)}}"
2263,KakaoTalk_20191212_194143309_29.jpg,JN,"{'box': [313, 255, 380, 486], 'confidence': 0.9998953342437744, 'keypoints': {'nose': (606, 559), 'right_eye': (630, 409), 'mouth_left': (517, 676), 'left_eye': (466, 448), 'mouth_right': (639, 640)}}"
2264,KakaoTalk_20191212_201445843.jpg,JN,"{'box': [655, 300, 717, 870], 'confidence': 0.9999977350234985, 'keypoints': {'nose': (903, 788), 'right_eye': (1106, 609), 'mouth_left': (828, 978), 'left_eye': (788, 627), 'mouth_right': (1081, 962)}}"
2266,KakaoTalk_20191213_084657363_01.jpg,JN,"{'box': [399, 96, 143, 189], 'confidence': 0.999962329864502, 'keypoints': {'nose': (483, 197), 'right_eye': (506, 167), 'mouth_left': (458, 240), 'left_eye': (445, 168), 'mouth_right': (504, 239)}}"
2267,KakaoTalk_20191213_084657363_02.jpg,JN,"{'box': [381, 95, 256, 326], 'confidence': 0.9997971653938293, 'keypoints': {'nose': (546, 296), 'right_eye': (596, 252), 'mouth_left': (465, 329), 'left_eye': (504, 208), 'mouth_right': (534, 360)}}"
2268,KakaoTalk_20191213_084657363_04.jpg,JN,"{'box': [645, 156, 178, 227], 'confidence': 0.9989460110664368, 'keypoints': {'nose': (755, 275), 'right_eye': (773, 228), 'mouth_left': (743, 335), 'left_eye': (699, 253), 'mouth_right': (792, 319)}}"
2269,KakaoTalk_20191213_084657363_05.jpg,JN,"{'box': [981, 222, 156, 199], 'confidence': 0.9999997615814209, 'keypoints': {'nose': (1125, 312), 'right_eye': (1126, 284), 'mouth_left': (1075, 364), 'left_eye': (1064, 282), 'mouth_right': (1129, 364)}}"
2271,KakaoTalk_20191213_084657363_07.jpg,JN,"{'box': [949, 244, 315, 447], 'confidence': 0.998747706413269, 'keypoints': {'nose': (1208, 504), 'right_eye': (1240, 426), 'mouth_left': (1102, 582), 'left_eye': (1118, 396), 'mouth_right': (1191, 599)}}"
2273,KakaoTalk_20191214_144145690_03.jpg,JN,"{'box': [107, 60, 46, 60], 'confidence': 0.9999738931655884, 'keypoints': {'nose': (134, 93), 'right_eye': (145, 85), 'mouth_left': (122, 103), 'left_eye': (124, 80), 'mouth_right': (137, 107)}}"
2274,KakaoTalk_20191214_154927138.jpg,JN,"{'box': [260, 151, 197, 258], 'confidence': 0.9987552165985107, 'keypoints': {'nose': (382, 295), 'right_eye': (424, 258), 'mouth_left': (316, 329), 'left_eye': (339, 229), 'mouth_right': (389, 354)}}"
2275,KakaoTalk_20191214_154927138_01.jpg,JN,"{'box': [187, 116, 153, 208], 'confidence': 0.9991596937179565, 'keypoints': {'nose': (321, 227), 'right_eye': (325, 192), 'mouth_left': (275, 268), 'left_eye': (272, 184), 'mouth_right': (317, 272)}}"
2276,KakaoTalk_20191214_154927138_02.jpg,JN,"{'box': [188, 93, 216, 297], 'confidence': 0.9998131394386292, 'keypoints': {'nose': (251, 266), 'right_eye': (326, 217), 'mouth_left': (219, 315), 'left_eye': (229, 201), 'mouth_right': (291, 331)}}"
2277,KakaoTalk_20191214_154927138_03.jpg,JN,"{'box': [186, 128, 165, 209], 'confidence': 0.999010443687439, 'keypoints': {'nose': (287, 244), 'right_eye': (304, 192), 'mouth_left': (270, 294), 'left_eye': (236, 212), 'mouth_right': (322, 279)}}"
2278,KakaoTalk_20191214_154927138_04.jpg,JN,"{'box': [305, 203, 201, 267], 'confidence': 0.9879674315452576, 'keypoints': {'nose': (435, 353), 'right_eye': (481, 323), 'mouth_left': (372, 392), 'left_eye': (394, 291), 'mouth_right': (431, 412)}}"
2279,KakaoTalk_20191214_154927138_10.jpg,JN,"{'box': [201, 82, 249, 316], 'confidence': 0.9999767541885376, 'keypoints': {'nose': (334, 234), 'right_eye': (388, 185), 'mouth_left': (298, 315), 'left_eye': (272, 191), 'mouth_right': (374, 313)}}"
2280,KakaoTalk_20191214_154927138_16.jpg,JN,"{'box': [204, 134, 181, 216], 'confidence': 0.9999284744262695, 'keypoints': {'nose': (272, 260), 'right_eye': (326, 210), 'mouth_left': (247, 299), 'left_eye': (241, 205), 'mouth_right': (312, 301)}}"
2281,KakaoTalk_20191214_154927138_19.jpg,JN,"{'box': [229, 149, 306, 389], 'confidence': 0.9993374943733215, 'keypoints': {'nose': (300, 372), 'right_eye': (377, 266), 'mouth_left': (321, 452), 'left_eye': (263, 297), 'mouth_right': (406, 430)}}"
2282,KakaoTalk_20191214_154927138_20.jpg,JN,"{'box': [116, 191, 165, 226], 'confidence': 0.9991942048072815, 'keypoints': {'nose': (202, 331), 'right_eye': (237, 274), 'mouth_left': (175, 367), 'left_eye': (162, 278), 'mouth_right': (231, 364)}}"
2283,KakaoTalk_20191214_154927138_21.jpg,JN,"{'box': [280, 216, 162, 208], 'confidence': 0.9997122883796692, 'keypoints': {'nose': (384, 343), 'right_eye': (414, 299), 'mouth_left': (339, 371), 'left_eye': (341, 292), 'mouth_right': (401, 380)}}"
2284,KakaoTalk_20191214_154927138_22.jpg,JN,"{'box': [265, 147, 196, 234], 'confidence': 0.9999243021011353, 'keypoints': {'nose': (342, 279), 'right_eye': (400, 223), 'mouth_left': (311, 322), 'left_eye': (309, 216), 'mouth_right': (382, 326)}}"
2285,KakaoTalk_20191214_154927138_24.jpg,JN,"{'box': [233, 109, 193, 237], 'confidence': 0.999593198299408, 'keypoints': {'nose': (270, 238), 'right_eye': (335, 201), 'mouth_left': (258, 291), 'left_eye': (266, 199), 'mouth_right': (309, 291)}}"
2286,KakaoTalk_20191214_154927138_25.jpg,JN,"{'box': [246, 136, 156, 214], 'confidence': 0.9997902512550354, 'keypoints': {'nose': (401, 251), 'right_eye': (381, 204), 'mouth_left': (360, 301), 'left_eye': (340, 212), 'mouth_right': (391, 294)}}"
2287,KakaoTalk_20191214_154927138_27.jpg,JN,"{'box': [227, 110, 149, 175], 'confidence': 0.9808754920959473, 'keypoints': {'nose': (256, 213), 'right_eye': (294, 187), 'mouth_left': (262, 236), 'left_eye': (261, 184), 'mouth_right': (285, 241)}}"
2288,KakaoTalk_20191214_154927138_28.jpg,JN,"{'box': [270, 321, 111, 134], 'confidence': 0.9998855590820312, 'keypoints': {'nose': (328, 389), 'right_eye': (351, 359), 'mouth_left': (311, 423), 'left_eye': (300, 363), 'mouth_right': (348, 420)}}"
2289,KakaoTalk_20191214_154927138_29.jpg,JN,"{'box': [314, 73, 122, 168], 'confidence': 0.9882170557975769, 'keypoints': {'nose': (402, 171), 'right_eye': (419, 141), 'mouth_left': (366, 202), 'left_eye': (368, 136), 'mouth_right': (403, 207)}}"
2290,KakaoTalk_20191214_155000341_01.jpg,JN,"{'box': [172, 108, 244, 337], 'confidence': 0.9994358420372009, 'keypoints': {'nose': (234, 305), 'right_eye': (324, 247), 'mouth_left': (201, 363), 'left_eye': (214, 229), 'mouth_right': (283, 379)}}"
2291,KakaoTalk_20191214_155000341_03.jpg,JN,"{'box': [117, 110, 318, 414], 'confidence': 0.9880207180976868, 'keypoints': {'nose': (248, 356), 'right_eye': (321, 253), 'mouth_left': (219, 440), 'left_eye': (181, 270), 'mouth_right': (323, 427)}}"
2292,KakaoTalk_20191214_155000341_04.jpg,JN,"{'box': [110, 151, 174, 221], 'confidence': 0.9996267557144165, 'keypoints': {'nose': (158, 292), 'right_eye': (215, 243), 'mouth_left': (150, 329), 'left_eye': (138, 238), 'mouth_right': (204, 333)}}"
2293,KakaoTalk_20191214_155000341_05.jpg,JN,"{'box': [190, 215, 200, 267], 'confidence': 0.998991072177887, 'keypoints': {'nose': (245, 376), 'right_eye': (307, 314), 'mouth_left': (235, 423), 'left_eye': (221, 311), 'mouth_right': (301, 423)}}"
2294,KakaoTalk_20191214_155000341_06.jpg,JN,"{'box': [401, 121, 169, 211], 'confidence': 0.9997535347938538, 'keypoints': {'nose': (466, 239), 'right_eye': (519, 201), 'mouth_left': (431, 269), 'left_eye': (441, 191), 'mouth_right': (505, 280)}}"
2295,KakaoTalk_20191214_155000341_07.jpg,JN,"{'box': [81, 89, 328, 425], 'confidence': 0.999687910079956, 'keypoints': {'nose': (251, 351), 'right_eye': (326, 249), 'mouth_left': (197, 429), 'left_eye': (168, 256), 'mouth_right': (304, 428)}}"
2296,KakaoTalk_20191214_155000341_08.jpg,JN,"{'box': [183, 166, 233, 291], 'confidence': 0.9999980926513672, 'keypoints': {'nose': (303, 319), 'right_eye': (363, 284), 'mouth_left': (250, 370), 'left_eye': (264, 259), 'mouth_right': (324, 391)}}"
2297,KakaoTalk_20191214_155000341_10.jpg,JN,"{'box': [192, 118, 98, 124], 'confidence': 0.999941349029541, 'keypoints': {'nose': (247, 184), 'right_eye': (266, 160), 'mouth_left': (229, 212), 'left_eye': (221, 160), 'mouth_right': (260, 213)}}"
2300,KakaoTalk_20191214_155000341_13.jpg,JN,"{'box': [105, 91, 267, 352], 'confidence': 0.9999978542327881, 'keypoints': {'nose': (236, 280), 'right_eye': (310, 228), 'mouth_left': (172, 335), 'left_eye': (187, 201), 'mouth_right': (271, 359)}}"
2301,KakaoTalk_20191214_155000341_14.jpg,JN,"{'box': [162, 217, 161, 206], 'confidence': 0.9990818500518799, 'keypoints': {'nose': (266, 344), 'right_eye': (300, 302), 'mouth_left': (226, 375), 'left_eye': (226, 298), 'mouth_right': (287, 380)}}"
2302,KakaoTalk_20191214_155000341_15.jpg,JN,"{'box': [209, 157, 193, 253], 'confidence': 0.9995354413986206, 'keypoints': {'nose': (329, 297), 'right_eye': (368, 261), 'mouth_left': (265, 335), 'left_eye': (285, 236), 'mouth_right': (339, 356)}}"
2303,KakaoTalk_20191214_155000341_16.jpg,JN,"{'box': [87, 111, 335, 407], 'confidence': 0.998429000377655, 'keypoints': {'nose': (229, 347), 'right_eye': (306, 238), 'mouth_left': (200, 431), 'left_eye': (156, 263), 'mouth_right': (313, 414)}}"
2306,KakaoTalk_20191214_155000341_21.jpg,JN,"{'box': [130, 50, 71, 95], 'confidence': 0.997121274471283, 'keypoints': {'nose': (174, 106), 'right_eye': (189, 88), 'mouth_left': (156, 121), 'left_eye': (156, 85), 'mouth_right': (183, 124)}}"
2307,KakaoTalk_20191214_155000341_24.jpg,JN,"{'box': [263, 168, 452, 509], 'confidence': 0.9965176582336426, 'keypoints': {'nose': (522, 418), 'right_eye': (585, 295), 'mouth_left': (480, 559), 'left_eye': (391, 351), 'mouth_right': (622, 517)}}"
2308,KakaoTalk_20191214_155000341_26.jpg,JN,"{'box': [324, 159, 268, 345], 'confidence': 0.9998158812522888, 'keypoints': {'nose': (464, 328), 'right_eye': (521, 274), 'mouth_left': (421, 418), 'left_eye': (403, 277), 'mouth_right': (506, 420)}}"
2309,KakaoTalk_20191214_155000341_28.jpg,JN,"{'box': [233, 82, 151, 198], 'confidence': 0.999980092048645, 'keypoints': {'nose': (342, 178), 'right_eye': (361, 163), 'mouth_left': (303, 225), 'left_eye': (299, 149), 'mouth_right': (350, 232)}}"
2310,KakaoTalk_20191214_155000341_29.jpg,JN,"{'box': [264, 157, 329, 438], 'confidence': 0.9999997615814209, 'keypoints': {'nose': (415, 396), 'right_eye': (501, 332), 'mouth_left': (352, 479), 'left_eye': (353, 313), 'mouth_right': (465, 496)}}"
2311,KakaoTalk_20191214_155047794_01.jpg,JN,"{'box': [253, 113, 243, 319], 'confidence': 0.9996055960655212, 'keypoints': {'nose': (383, 305), 'right_eye': (431, 237), 'mouth_left': (339, 362), 'left_eye': (323, 240), 'mouth_right': (428, 358)}}"
2312,KakaoTalk_20191214_155047794_02.jpg,JN,"{'box': [287, 28, 170, 275], 'confidence': 0.998672366142273, 'keypoints': {'nose': (451, 168), 'right_eye': (443, 126), 'mouth_left': (393, 224), 'left_eye': (392, 119), 'mouth_right': (437, 227)}}"
2313,KakaoTalk_20191214_155047794_03.jpg,JN,"{'box': [203, 138, 180, 213], 'confidence': 0.9999425411224365, 'keypoints': {'nose': (271, 259), 'right_eye': (324, 211), 'mouth_left': (246, 299), 'left_eye': (241, 205), 'mouth_right': (312, 303)}}"
2315,KakaoTalk_20191214_155047794_05.jpg,JN,"{'box': [183, 53, 366, 404], 'confidence': 0.9937103986740112, 'keypoints': {'nose': (389, 270), 'right_eye': (448, 174), 'mouth_left': (351, 375), 'left_eye': (294, 214), 'mouth_right': (469, 343)}}"
2316,KakaoTalk_20191214_155047794_06.jpg,JN,"{'box': [242, 209, 243, 305], 'confidence': 0.9993212223052979, 'keypoints': {'nose': (391, 381), 'right_eye': (444, 318), 'mouth_left': (335, 438), 'left_eye': (331, 307), 'mouth_right': (419, 445)}}"
2317,KakaoTalk_20191214_155047794_07.jpg,JN,"{'box': [428, -4, 220, 332], 'confidence': 0.9972791075706482, 'keypoints': {'nose': (634, 188), 'right_eye': (627, 133), 'mouth_left': (587, 257), 'left_eye': (559, 139), 'mouth_right': (636, 249)}}"
2318,KakaoTalk_20191214_155047794_08.jpg,JN,"{'box': [355, 173, 179, 249], 'confidence': 0.9998507499694824, 'keypoints': {'nose': (514, 291), 'right_eye': (511, 261), 'mouth_left': (448, 344), 'left_eye': (452, 240), 'mouth_right': (496, 359)}}"
2319,KakaoTalk_20191214_155047794_09.jpg,JN,"{'box': [150, 100, 314, 365], 'confidence': 0.999976634979248, 'keypoints': {'nose': (258, 300), 'right_eye': (333, 210), 'mouth_left': (255, 393), 'left_eye': (210, 243), 'mouth_right': (344, 369)}}"
2320,KakaoTalk_20191214_155047794_10.jpg,JN,"{'box': [361, 174, 205, 257], 'confidence': 0.9989860653877258, 'keypoints': {'nose': (498, 328), 'right_eye': (537, 276), 'mouth_left': (440, 367), 'left_eye': (454, 260), 'mouth_right': (500, 379)}}"
2321,KakaoTalk_20191214_155047794_11.jpg,JN,"{'box': [460, 118, 123, 148], 'confidence': 0.9988149404525757, 'keypoints': {'nose': (529, 203), 'right_eye': (550, 171), 'mouth_left': (508, 235), 'left_eye': (493, 176), 'mouth_right': (550, 232)}}"
2323,KakaoTalk_20191214_155047794_13.jpg,JN,"{'box': [198, 102, 164, 213], 'confidence': 0.9999603033065796, 'keypoints': {'nose': (305, 217), 'right_eye': (329, 171), 'mouth_left': (267, 261), 'left_eye': (255, 177), 'mouth_right': (330, 258)}}"
2324,KakaoTalk_20191214_155047794_14.jpg,JN,"{'box': [409, 71, 142, 164], 'confidence': 0.993067741394043, 'keypoints': {'nose': (474, 154), 'right_eye': (508, 125), 'mouth_left': (458, 200), 'left_eye': (444, 137), 'mouth_right': (505, 192)}}"
2325,KakaoTalk_20191214_155047794_15.jpg,JN,"{'box': [193, 114, 386, 514], 'confidence': 0.9987567663192749, 'keypoints': {'nose': (399, 420), 'right_eye': (485, 302), 'mouth_left': (329, 516), 'left_eye': (300, 307), 'mouth_right': (463, 511)}}"
2328,KakaoTalk_20191214_170726959.jpg,JN,"{'box': [154, 161, 229, 282], 'confidence': 0.9998477697372437, 'keypoints': {'nose': (278, 318), 'right_eye': (327, 257), 'mouth_left': (242, 373), 'left_eye': (219, 262), 'mouth_right': (317, 373)}}"
2329,KakaoTalk_20191214_170727436.jpg,JN,"{'box': [146, 180, 220, 264], 'confidence': 0.9998718500137329, 'keypoints': {'nose': (261, 324), 'right_eye': (311, 269), 'mouth_left': (229, 379), 'left_eye': (210, 273), 'mouth_right': (296, 380)}}"
2331,KakaoTalk_20191209_145803004.jpg,RM,"{'box': [57, 20, 225, 296], 'confidence': 0.9998810291290283, 'keypoints': {'nose': (165, 191), 'right_eye': (219, 135), 'mouth_left': (129, 250), 'left_eye': (113, 132), 'mouth_right': (201, 252)}}"
2332,KakaoTalk_20191209_145803004_01.jpg,RM,"{'box': [232, 71, 400, 525], 'confidence': 0.9998672008514404, 'keypoints': {'nose': (444, 346), 'right_eye': (534, 266), 'mouth_left': (374, 474), 'left_eye': (352, 268), 'mouth_right': (514, 472)}}"
2333,KakaoTalk_20191209_145803004_02.jpg,RM,"{'box': [200, 55, 459, 635], 'confidence': 0.9999953508377075, 'keypoints': {'nose': (430, 399), 'right_eye': (524, 279), 'mouth_left': (359, 549), 'left_eye': (315, 297), 'mouth_right': (521, 540)}}"
2334,KakaoTalk_20191209_161537392.jpg,RM,"{'box': [189, 90, 173, 203], 'confidence': 0.9998884201049805, 'keypoints': {'nose': (292, 199), 'right_eye': (312, 153), 'mouth_left': (271, 249), 'left_eye': (241, 178), 'mouth_right': (331, 227)}}"
2335,KakaoTalk_20191209_161538320.jpg,RM,"{'box': [565, 141, 261, 349], 'confidence': 0.9891995191574097, 'keypoints': {'nose': (690, 343), 'right_eye': (755, 271), 'mouth_left': (634, 395), 'left_eye': (636, 265), 'mouth_right': (740, 404)}}"
2336,KakaoTalk_20191209_161539165.jpg,RM,"{'box': [293, 147, 333, 422], 'confidence': 0.9999914169311523, 'keypoints': {'nose': (462, 393), 'right_eye': (538, 318), 'mouth_left': (388, 450), 'left_eye': (392, 312), 'mouth_right': (531, 458)}}"
2337,KakaoTalk_20191209_161540046.jpg,RM,"{'box': [389, 136, 233, 290], 'confidence': 0.9999970197677612, 'keypoints': {'nose': (502, 301), 'right_eye': (554, 247), 'mouth_left': (465, 360), 'left_eye': (448, 251), 'mouth_right': (548, 358)}}"
2338,KakaoTalk_20191209_161541067.jpg,RM,"{'box': [341, 431, 381, 516], 'confidence': 0.9999880790710449, 'keypoints': {'nose': (588, 754), 'right_eye': (646, 620), 'mouth_left': (479, 809), 'left_eye': (476, 630), 'mouth_right': (643, 807)}}"
2339,KakaoTalk_20191209_161541693.jpg,RM,"{'box': [360, 205, 340, 443], 'confidence': 0.9999988079071045, 'keypoints': {'nose': (611, 454), 'right_eye': (644, 371), 'mouth_left': (530, 544), 'left_eye': (500, 373), 'mouth_right': (645, 539)}}"
2340,KakaoTalk_20191209_161542263.jpg,RM,"{'box': [371, 149, 194, 226], 'confidence': 0.9999661445617676, 'keypoints': {'nose': (499, 282), 'right_eye': (519, 225), 'mouth_left': (461, 329), 'left_eye': (437, 248), 'mouth_right': (535, 309)}}"
2341,KakaoTalk_20191209_161542699.jpg,RM,"{'box': [164, 152, 302, 370], 'confidence': 0.999950647354126, 'keypoints': {'nose': (287, 363), 'right_eye': (367, 283), 'mouth_left': (248, 431), 'left_eye': (232, 292), 'mouth_right': (362, 428)}}"
2342,KakaoTalk_20191209_161543637.jpg,RM,"{'box': [79, 153, 946, 1218], 'confidence': 0.9877253174781799, 'keypoints': {'nose': (673, 1061), 'right_eye': (851, 708), 'mouth_left': (448, 1147), 'left_eye': (410, 752), 'mouth_right': (820, 1116)}}"
2344,KakaoTalk_20191209_161545422.jpg,RM,"{'box': [138, -10, 888, 1210], 'confidence': 0.9995856881141663, 'keypoints': {'nose': (587, 739), 'right_eye': (787, 453), 'mouth_left': (424, 914), 'left_eye': (383, 460), 'mouth_right': (730, 915)}}"
2345,KakaoTalk_20191209_161546108.jpg,RM,"{'box': [204, 329, 156, 207], 'confidence': 0.9997287392616272, 'keypoints': {'nose': (241, 452), 'right_eye': (289, 409), 'mouth_left': (236, 494), 'left_eye': (225, 418), 'mouth_right': (289, 489)}}"
2346,KakaoTalk_20191209_161546579.jpg,RM,"{'box': [192, 108, 194, 241], 'confidence': 0.9996750354766846, 'keypoints': {'nose': (318, 271), 'right_eye': (343, 203), 'mouth_left': (272, 304), 'left_eye': (256, 221), 'mouth_right': (353, 289)}}"
2347,KakaoTalk_20191209_161546998.jpg,RM,"{'box': [262, 97, 129, 175], 'confidence': 0.9999903440475464, 'keypoints': {'nose': (346, 208), 'right_eye': (364, 159), 'mouth_left': (315, 231), 'left_eye': (306, 169), 'mouth_right': (369, 221)}}"
2348,KakaoTalk_20191209_161547438.jpg,RM,"{'box': [258, 118, 116, 152], 'confidence': 0.9998117089271545, 'keypoints': {'nose': (319, 213), 'right_eye': (341, 171), 'mouth_left': (299, 236), 'left_eye': (287, 179), 'mouth_right': (346, 229)}}"
2349,KakaoTalk_20191209_161548054.jpg,RM,"{'box': [623, 275, 205, 276], 'confidence': 0.9999374151229858, 'keypoints': {'nose': (789, 442), 'right_eye': (799, 368), 'mouth_left': (751, 504), 'left_eye': (717, 400), 'mouth_right': (805, 481)}}"
2350,KakaoTalk_20191209_161548736.jpg,RM,"{'box': [655, 279, 356, 440], 'confidence': 0.9795418977737427, 'keypoints': {'nose': (859, 514), 'right_eye': (933, 435), 'mouth_left': (794, 617), 'left_eye': (773, 445), 'mouth_right': (909, 604)}}"
2351,KakaoTalk_20191209_161549223.jpg,RM,"{'box': [549, 125, 425, 550], 'confidence': 0.9999986886978149, 'keypoints': {'nose': (604, 479), 'right_eye': (706, 321), 'mouth_left': (681, 585), 'left_eye': (600, 352), 'mouth_right': (755, 556)}}"
2352,KakaoTalk_20191209_161549647.jpg,RM,"{'box': [555, 109, 439, 541], 'confidence': 0.999365508556366, 'keypoints': {'nose': (758, 301), 'right_eye': (864, 268), 'mouth_left': (664, 466), 'left_eye': (666, 258), 'mouth_right': (826, 484)}}"
2354,KakaoTalk_20191209_161550698.jpg,RM,"{'box': [181, 189, 140, 163], 'confidence': 0.9999867677688599, 'keypoints': {'nose': (203, 297), 'right_eye': (232, 242), 'mouth_left': (228, 324), 'left_eye': (199, 261), 'mouth_right': (253, 307)}}"
2355,KakaoTalk_20191209_161551597.jpg,RM,"{'box': [101, 77, 625, 747], 'confidence': 0.9974309802055359, 'keypoints': {'nose': (467, 573), 'right_eye': (539, 366), 'mouth_left': (417, 716), 'left_eye': (291, 473), 'mouth_right': (637, 630)}}"
2356,KakaoTalk_20191209_190950644_01.jpg,RM,"{'box': [331, 177, 137, 183], 'confidence': 0.98971027135849, 'keypoints': {'nose': (440, 295), 'right_eye': (455, 283), 'mouth_left': (387, 320), 'left_eye': (411, 253), 'mouth_right': (422, 341)}}"
